 닥터스 / Doctors,2016,20,"Yoo Hye jung (Park Shin Hye) was a tough bully in school with a prickly personality and always goes wayward. She had many scars from her childhood and through self-preservation, Hye Jung keeps her heart shut away from other people. However, she changes after meeting her mentor Hong Ji Hong (Kim Rae Won) who plays a key role in transforming her life from a helpless gangster to a compassionate doctor.",[],""" Medical, Romance""",,
 닥터슬럼프 / 低谷医生 / Doctor Slump,2024,16,"During his school days, Yeo Jeong Woo always placed first in academics and he studied at the top medical school in the country. Jeong Woo is now a popular plastic surgeon. His life goes smoothly, but, due to a mysterious medical accident, his life is pushed to the edge. At this time, he meets Nam Ha Neul. She was a rival in his past and he meets her at the lowest point in his life.Ha Neul works as an anesthesiologist. When she was growing up, people called her a genius due to her extreme intelligence. She studied hard and became a doctor. Her life consists of only work and studying. She doesn’t have any time to experience fun. One day, Ha Neul realizes she isn’t happy with her life and she wants to make a change. At this time, she meets Jeong Woo during one of the worst moments in her life. They comfort each other and a romantic relationship blossoms between them.","[""Park Hyung Sik as Yeo Jeong Woo"", ""Park Shin Hye as Nam Ha Neul"", ""Yoon Park as Bin Dae Young"", ""Kong Seong Ha as Lee Hong Ran""]",""" Comedy, Romance, Medical""",,
" 단, 하나의 사랑 / Angel’s Last Mission: Love",2019,32,"Dan (L) is a care-free angel who always gets into trouble. In order to return to heaven, he is tasked with a mission to find true love for a cold and single-minded ballerina named Lee Yun Seo (Shin Hye Sun), but ends up falling her himself.","[""Shin Hye Sun as Lee Yun Seo"", ""L as Dan"", ""Lee Dong Gun as Ji Kang Woo"", ""Kim Bo Mi as Geum Ni Na""]",""" Fantasy, Romance, Comedy""",,
 단죄 / No Mercy,2025,8,"One phone call was enough to shatter one’s entire world. For unknown actress So Min, everything collapses when a voice phishing scam tears her family apart. She is thrust into the darkest side of technology as her missing mother, father’s death, and even the stolen voice of her late mother become weapons in a shocking scheme. With nothing left but the will to take revenge, she turns to deepfake technology as her ultimate weapon, infiltrating a vast and merciless syndicate. Along the way, she encounters Ma Seok Gu, a ruthless boss hungry for power, Jeong Hun, a cop torn between truth and loyalty, and Do Jin, a hacker with a sinister smile. Plunging into a web of betrayal and danger with the fake identities she forges, will she exact vengeance, or will they destroy her?","[""Lee Joo Young as Han So Min"", ""Koo Jun Hoe as Park Jeong Hun"", ""Ji Seung Hyun as Ma Seok Gu""]",""" Action, Thriller, Crime""",,
 달까지 가자 / To the Moon,2025,12,"Da Hae, a weary marketing team manager at Marron Confectionery, wonders how long she can endure her seemingly hopeless life. Just then, Eun Sang from sales, who relentlessly pursues financial gain, entices her with the bold proposition of investing in cryptocurrency. After endless failures, cryptocurrency is Eun Sang’s last lifeline and one shot at turning her life around. Ji Song from accounting, who equates happiness with spending, impulsively joins them out of fear of being left behind. What begins as a gamble quickly turns into a rollercoaster ride of highs and lows in the crypto market. The unpredictable chaos only deepens when Ham Ji Woo, the rising company director who gave up on singing, joins them. Can these three ordinary workers hit the jackpot and make it all the way to the moon?","[""Lee Sun Bin as Jung Da Hae"", ""Ra Mi Ran as Kang Eun Sang"", ""Jo A Ram as Kim Ji Song"", ""Kim Young Dae as Ham Ji U""]",""" Comedy, Romance""",,
 달달한 그놈 / The Sweet Blood,2021,15,"Born between a human mother and a vampire father, Yeon Seo (Song Chae Yoon) is a 118 year old half-vampire who wants nothing more than to live an ordinary human life. With natural beauty and a slew of vampire abilities, Yeon Seo could be anything she wanted, but she has chosen to blend in with those who appear closest to her age. As a result, Yeon Seo now finds herself faced with one of life’s most difficult challenges: graduating from high school.Fighting back her more vampiric urges, Yeon Seo does her best to blend in at school; a task that, for the most part, has been fairly easy. But when the sweet blood of her classmate, Song Meo Roo (Kim Eo Jin), attracts the attention of vampires and werewolves alike, things get a little more complicated. Trying desperately to ignore the siren call of Meo Roo’s blood, Yeon Seo takes it upon herself to protect her classmate from those who hunt him.As Yeon Seo and Meo Roo run for their lives, the blood in his veins calls to her. Torn between family duty and the desires of her own heart, a war within Yeon Seo rages. Will she be able to embrace her humanity and resist the temptation of this boy’s sweet blood or will her vampire side rise victorious in the end?","[""Song Chae Yun as Son Yeon Seo"", ""Kim Eo Jin as Song Meo Ru"", ""Kim Ji Woong as Yoon Chi Woo""]",""" Romance, Fantasy""",,
 달리는 조사관 / The Running Mates: Human Rights,2019,14,"Han Yoon Seo (Lee Yo Won) works as an investigator for the Human Rights Promotion Commission. She investigates cases based only on the only facts, while trying to stay impartial throughout the investigation. Because of this, she is often mistakenly thought to lack empathy. She also carries a secret and an emotional scar from her past that she cannot tell anyone. Meanwhile, Bae Hong Tae (Choi Gwi Hwa) is a former prosecutor. He was dispatched to the Human Rights Promotion Commission and began to work as an investigator for that organization. He is righteous and tends to act before thinking things through. Both of them have conflicts on everything, but they work together for the people who need their help.","[""Lee Yo Won as Han Yoon Seo"", ""Choi Gwi Hwa as Kang Ho Joon""]",""" Crime, Social""",,
 달리와 감자탕 / Dali and Cocky Prince,2021,16,"As a young boy, Moo Hak grew up in the market as a peddler. Although he is ignorant, he is strong-willed and knows how to make money. He is now the managing director of Dondon F and B, a global restaurant chain that his family started as a small gamjatang diner. However, he isn’t dignified and only cares about money. He meets Da Li, the only daughter and child of an upper-class family who runs an art gallery. She has a profound deep knowledge of things. She gets faced with bankruptcy due to her father’s sudden death and begins a hard life. Moo Hak and Da Li start a relationship as a creditor and debtor over the art gallery. Will these two polar opposites understand each other and fall in love?","[""Kim Min Jae as Jin Moo Hak"", ""Park Gyu Young as Kim Dal Ri"", ""– Lee Hyo Bi as Kim Dal Ri (young)"", ""Kwon Yool as Jang Tae Jin"", ""Yeon Woo as Ahn Chak Hee"", ""Hwang Hee as Joo Won Tak""]",""" Romance, Comedy""",,
 달이 뜨는 강 / River Where the Moon Rises,2021,20,"In a time of hatred and despair, words become swords that wound one another. In the end, those swords point at the hearts of the sword-bearers themselves. The modern world faces such harsh realities, but so does the world in which this drama takes place. This is the story of the great kingdom of Goguryeo and the daughter of the 25th king, King Pyeongwon. Princess Pyeonggang is born royal, yet she is raised by humble folks. Despite the droves of enemies vying for her life at any moment, this fierce woman never gives in nor loses strength. Even amidst calamity and political strife, she remains steadfast to protect the ones she loves and her beloved kingdom.","[""Kim So Hyun as Princess Pyung Kang / Yeom Ga Jin"", ""– Heo Jung Eun as Princess Pyung Kang (young)"", ""Kim Ji Soo (Ep.1-6) / Na In Woo (Ep.7-20) as On Dal"", ""– Seo Dong Hyun as On Dal (young)"", ""Lee Ji Hoon as Ko Kun"", ""– Park Min Sang as Ko Kun (young)"", ""Choi Yoo Hwa as Hae Mo Yong""]",""" Historical, Romance""",,
 닭강정 / 炸鸡块奇遇记 / Chicken Nugget,2024,10,"A woman steps into an odd machine and becomes… a chicken nugget?! Now, it’s up to her father and admirer to embark on a zany quest to bring her back.","[""Ryu Seung Ryong as Choi Seon Man"", ""Ahn Jae Hong as Ko Baek Joong"", ""Kim You Jung as Choi Min Ah""]",""" Comedy, Mystery, Fantasy""",,
 당신의 맛 / Tastefully Yours,2025,10,"The story of Han Beom U, the successor of a large food company, who runs the best fine dining restaurant in Seoul but has no interest in ‘taste’, and Mo Yeon Ju, a chef crazy about ‘taste’ who runs a one-table restaurant without a sign in a remote corner of the countryside. They grow together and fall in love while running a small restaurant in the city of Miraek, Jeonju.","[""Kang Ha Neul as Han Beom U"", ""Go Min Si as Mo Yeon Ju"", ""Kim Shin Rok as Jin Myeong Suk"", ""Yoo Soo Bin as Sin Chun Seung""]",""" Comedy, Romance""",,
 당신의 운명을 쓰고 있습니다 / Scripting Your Destiny,2021,10,"A love story between Shin Ho-yoon (Kim Do-hoon), a god who writes human destiny, and Go Chae-kyung (Jeon So-Nee), a screenwriter who hides the secret of her identity in normal reality. Shin Ho-yoon’s identity among humans is a handsome and rich building owner. One day, he is responsible for writing the destiny of Go Chae-kyung who lives in his building. But since he does not have any love experience, he steals the plot of Go Chae-kyung’s first romantic novel that she wrote in high school. So, Go Chae-kyung meets the TV drama producer, which is the same as the plot of her first novel. Go Chae-kyung gradually discovers the mystery of Shin Ho-yoon’s identity…","[""Kim Do Hoon as Shin Ho Yoon"", ""Jeon So Nee as Go Chae Kyung""]",""" Romance, Comedy, Fantasy""",,
 당신의 하우스헬퍼 / Your House Helper,2018,32,"Your House Helper is a life-healing drama about a perfect house helper organizing the lives of busy women. House helper, Kim Ji Woon, is a handsome man with outstanding housekeeping senses and skills. He takes care of everything in the house from basics to difficult tasks such as moving, nursing, and repairing the house. Four high school alumni become his new clients. Da Young is an intern at an advertising company. Her goal is to get the regular position and keep the house her father left to her. Jewelry designer Sang A moves into Da Young’s house after breaking up with her boyfriend. So Mi has androphobia, but she starts to change after meeting Ji Woon. And Hye Joo has issues with her male friend whom she lives together. Tune in to watch how the lives of these women change as they meet the perfect housekeeper!","[""Ha Suk Jin as Kim Ji Woon"", ""Bona as Im Da Young"", ""Lee Ji Hoon as Kwon Jin kook"", ""Go Won Hee as Yoon Sang Ah"", ""Seo Eun Ah as Han So Mi"", ""Jeon Soo Jin as Kang Hye Joo""]",""" Romance, Comedy""",,
 당신이 소원을 말하면 / If You Wish Upon Me,2022,16,"When a person faces the last moments of their life, some may have regrets and some may be satisfied with how they lived. Whichever the case, it is common for everyone to have that last wish before their death. In Woori Hospice Hospital, Team Genie is there to grant that final wish for patients. Kang Tae Sik is the captain of Team Genie with a regretful history who now does his best to serve the terminally ill. Seo Yeon Joo is a strong-minded nurse at Woori and is also a member of Team Genie. Yoon Gyeo Rye is a former criminal who spent his childhood at an orphanage. Despite his dark past and aggressive attitude, he seeks comfort even without himself knowing it.","[""Ji Chang Wook as Yoon Gyeo Rye"", ""Sung Dong Il as Kang Tae Sik"", ""Sooyoung as Seo Yeon Joo""]",""" Melodrama""",,
 당신이 잠든 사이에 / While You Were Sleeping,2017,16,"The drama is about a woman, Name Hong Joo (Bae Suzy), who can see unfortunate events in her dreams, and a prosecutor, Jung Jae chan (Lee Jong Suk) who does everything he can to prevent the woman’s dreams from coming true.",[],""" Fantasy, Legal, Romance""",,
 대군 / 大君 / Grand Prince,2018,20,"This drama is about a Love triangle between two brothers and the woman they love.Lee Kang (Joo Sang Wook) is an ambitious prince. He falls in love with Sung Ja Hyun (Jin Se Yun). She is a beautiful woman from a prestigious family, but Lee Kang’s younger brother Lee Whi (Yoon Shi Yoon) also loves her. To have Ja Hyun, Lee Kang wants to become the King … even if he has to kill his younger brother.","[""Yoon Shi Yoon as Lee Whi"", ""Jin Se Yun as Sung Ja Hyun"", ""Joo Sang Wook as Lee Kang""]",""" Historical, Romance, Melodrama""",,
 대도시의 사랑법 / Love in the Big City,2024,8,"An audacious tale of two roommates, one a gay man and another a straight woman. Through the eyes of Mi Ae begins Go Yeong’s clumsy love story. Stories of laughter, tears, and wounds between a mother in denial of her son’s sexuality and his being unable to escape societal judgment.Go Yeong finally meets a pure love like no other, Gyu Ho, but has no choice but to let him go. With Gyu Ho gone, Go Yeong follows a stranger to Thailand and spends a late monsoon vacation. Reminiscing about the good old days that can never be retrieved, he achieves complete personal growth.","[""Nam Yoon Su as Go Yeong"", ""Lee Soo Kyung as Mi Ae"", ""Jin Ho Eun as Gyu Ho"", ""Oh Hyun Kyung as Eun Suk"", ""Lee Se Hee"", ""Kwon Hyuk as Nam Gyu"", ""Lee Hyun So""]",""" BL, Romance""",,
 대박 / Jackpot,2016,24,"Renowned across the land as the best gambler in Korea, Dae Gil (Jang Geun Suk) entices King Yeongji (Yeo Jin Goo) into participating in a match that could tear apart the entire Joseon empire. Will King Yeongji risk it all, even with the entire kingdom on the line?","[""Jang Geun Suk as Baek Dae Gil"", ""Yeo Jin Goo as Prince Yeoning (later King Yoengjo)"", ""Jun Kwang Ryul as Lee In Jwa"", ""Choi Min Soo as King Sookjong"", ""Im Ji Yun as Dam Seo"", ""Yoon Jin Seo as Suk bin Choe"", ""Yoon Ji Hye as Hong Mae"", ""Lee Moon Shik as Baek Man Geum""]",""" Historical, Action, Revenge""",,
 대박부동산 / Sell Your Haunted House,2021,16,"Hong Ji Ah (Jang Na Ra) is a real estate broker, owner of Daebak Real Estate and an exorcist. She cleans out buildings in which ghosts frequent and people have died in. She inherited the ability to exorcise from her mother. Oh In Bum (Jung Yong Hwa) is a con-artist who uses ghosts to earn money. Hong Ji Ah and Oh In Bum team up to solve the secret behind her mother’s death 20 years ago.","[""Jang Na Ra as Hong Ji Ah"", ""Jung Yong Hwa as Oh In Bum"", ""Kang Mal Keum as Deputy Director Joo Hwa Jung"", ""Kang Hong Suk as Chief Heo Ji Chul""]",""" Comedy, Fantasy""",,
 대장금 / Jewel in the Palace,2003,54,"“Jewel in the Palace” is based on a true story about a legendary girl (Jang Geum) who became the first woman to be the supreme royal physician of her times. Despite her poor condition as a low class girl in the male dominated society, Jang Geum overcame a series of social discrimination and landed herself as a royal cook, later becoming the royal physician, then ultimately the physician in charge of the king. She was even given by the king the title “The Great Jang-Geum”. The story of her checkered life on her success and breakdown as well as her love story beautifully unfold. “Jewel in the Palace” is sure to touch your heart.","[""Lee Young Ae as Seo Jang Geum"", ""Ji Jin Hee as Min Jung Ho"", ""Hong Ri Na as Choi Geum Young"", ""Im Ho as King Jungjong""]",""" Historical, Melodrama, Romance""",,
 대장금이 보고 있다 / Dae Jang Geum Is Watching,2018,16,"The drama is about the descendants of the main characters from hit MBC drama “Jewel in the Palace”It’s tell the story of three siblings, Han San Hae (Shin Dong Wook), Han Jin Mi (Lee Yul Eum), and Han Jung Shik (Kim Hyun Joon), as they each devour delicious food, fall in love, and struggle through the difficulties in life. Meanwhile, Bok Sung Ah (Kwon Yoo Ri) is a new employee in the sales team, working at the same company as Han San Hae.","[""Shin Dong Wook as Han San Hae"", ""Kwon Yoo Ri as Bok Sung Ah"", ""Lee Yul Eum as Han Jin Mi"", ""Kim Hyun Joon as Han Jung Shik"", ""Lee Min Hyuk as Min Hyuk""]",""" Comedy, Romance""",,
 대행사 / Agency,2023,16,"Go Ah-in is the living icon of going from “rags-to-riches”. An orphan who grew up without her parents, she had to give up on entering a good college out of poverty. After working endlessly for 19 years, Ah-in proved her own worth and became the very first female board member of VC Group. While outsiders believe that to be her limit, Ah-in prepares to exceed expectations and begins to aim for the very top.","[""Lee Bo Young as Go Ah In"", ""Jo Sung Ha as Choi Chang Soo"", ""Son Na Eun as Kang Han Na"", ""Han Joon Woo as Park Young Woo"", ""Jeon Hye Jin as Jo Eun Jung""]",""" Office""",,
 더 게임: 0시를 향하여 / The Game: Towards Zero,2020,32,"Tae Pyung was born with the ability to see how one will die and what will happen to them right before the death when he looks them in the eye. He sees the vision about his death too. However, the ability of him doesn’t work on Joon Young who is a detective at the Violent Crimes Department of Central Police Station. Since her father died when she was little, Joon Young has been keeping a scar on her heart and never relied on anyone. However, as she gets to know about Tae Pyung, she wants to heal Tae Pyung’s wounds and at the same time, she wants her scar to be cured. Meanwhile, Tae Pyung finds it strange as he cannot see the vision about Joon Young’s death only. He soon gets filled with fear, and finally, he’s faced with the truth that he couldn’t discover.","[""TaecYeon as Kim Tae Pyung"", ""Lee Yeon Hee as Seo Joon Young"", ""Im Ju Hwan as Goo Do Kyung""]",""" Fantasy, Crime, Mystery""",,
 더 글로리 / The Glory,2022,16,"Years after surviving horrific abuse in high school, a woman puts an elaborate revenge scheme in motion to make the perpetrators pay for their crimes.","[""Song Hye Kyo as Moon Dong Eun"", ""Lee Do Hyun as Joo Yeo Jung"", ""Im Ji Yeon as Park Yeon Jin"", ""Park Sung Hoon as Jeon Jae Joon"", ""Yeom Hye Ran as Kang Hyun Nam"", ""Jung Sung Il as Ha Do Young""]",""" Thriller, Melodrama, Revenge""",,
 더 러버 / The Lover,2015,12,The Lover is an omnibus series that depicts four different couples living together in one apartment complex.,[],""" Romance, Comedy""",,
 더 로드: 1의 비극 / The Road: Tragedy of One,2021,12,"This drama is based on 2002 Short story collections ‘The Tragedy of One’ by Rintaro Norizuki.It’s a drama about the ugly desires, secrets, guilt, and salvation of people in ‘Royal The Hill’ where only the top 1% of Koreans live.","[""Ji Jin Hee as Baek Soo Hyun"", ""Yoon Se Ah as Seo Eun Soo"", ""Kim Hye Eun as Cha Seo Young"", ""Cheon Ho Jin as Seo Ki Tae"", ""Ahn Nae Sang as Choi Nam Kyu"", ""Kim Sung Soo as Shim Suk Hoon"", ""Kang Sung Min as Oh Jang Ho""]",""" Mystery, Thriller""",,
 더 에이트 쇼 / The 8 Show,2024,8,Eight individuals trapped in a mysterious 8-story building participate in a tempting but dangerous show where they earn money as time passes.,"[""Ryu Jun Yeol as Jin Soo"", ""Chun Woo Hee as Se Ra"", ""Park Jeong Min as Philip"", ""Lee Yeol Eum"", ""Park Hae Joon"", ""Lee Joo Young as Chun Ja"", ""Moon Jung Hee as Moon Jung"", ""Bae Sung Woo as Sang Gook""]",""" Thriller, Mystery""",,
 더 케이투 / The K2,2016,16,"This drama is about a patriotic bodyguard who was abandoned by his country and colleagues, a hidden daughter of leading Presidential candidate who regards love as a tool for revenge, and the First Lady contender who hides her ambition and charisma behind a kind and friendly personality.Kim Je Ha (Ji Chang Wook) is former solider for hire. He is also called K2. He is hired as a bodyguard by Choi Yoo Jin (Song Yoon Ah). Choi Yoo Jin is the wife of a presidential candidate, Jang Se Joon (Jo Sung Ha) and the daughter from a chaebol family. Meanwhile, Go Anna (Im Yoon Ah) is the secret daughter of the presidential hopeful. She is also a recluse.","[""Ji Chang Wook as Kim Je Ha"", ""– Choi Seung Hoon as Kim Je Ha (child)"", ""Song Yoon Ah as Choi Yoo Jin"", ""Im Yoon Ah as Go Anna"", ""– Lee Yoo Joo as Go Anna (child)"", ""Jo Sung Ha as Jang Se Joon""]",""" Action, Political, Romance""",,
 더 킹: 영원의 군주 / The King: Eternal Monarch,2020,16,"This drama is about a Korean emperor Lee Gon (Lee Min Ho) who tries to close the doors to a parallel world which was opened by demons who were unleashed by a deity into the human world, and a detective Jung Tae Eul (Kim Go Eun) who tries to protect the people and the one she loves.","[""Lee Min Ho as Lee Gon"", ""Kim Go Eun as Jung Tae Eul"", ""Woo Do Hwan as Jo Eun Sub / Jo Young""]",""" Historical, Fantasy, Romance""",,
 더 패뷸러스 / The Fabulous,2022,8,"A story of people who have devoted their lives to the fashion industry and struggle to survive there.Ji Woo Min is a freelance retoucher, who is responsible for improving photographs. He is good looking and competent at his job, but he’s not passionate about his work or with love.Since Pyo Ji Eun was little, she dreamed of working in the fashion field. She now works as the section chief of a luxury brand promotion agency. While she struggles to survive in the fashion field, she maintains herself with a bright personality and positive energy.","[""Chae Soo Bin as Pyo Ji Eun"", ""Choi Min Ho as Ji Woo Min"", ""Lee Sang Woon as Joseph"", ""Park Hee Jung as Ye Seon Ho""]",""" Romance, Comedy""",,
 더 패키지 / The Package,2017,12,"The Package tells the love story between two people who meet as complete strangers in a foreign country. A heartbroken guy participates in a package tour to France along with six other people. He is the only solo traveler in the group, so he becomes closer to the tour guide than anyone else and develops a relationship with her that leads to romance.","[""Lee Yun Hee as Yoon So So"", ""Jung Yong Hwa as San Ma Roo""]",""" Romance, Comedy, Mystery""",,
 더블유 / W,2016,16,"A mysterious melodrama about a parallel universe which depicts a man and a woman who live in the same Seoul but in different worlds.Oh Yun Joo (Han Hyo Joo) is a surgeon whose father is a famous comic book creator. One day, her father goes missing and she rushes to his workshop to look for him, and instead finds a strange man, Kang Chul (Lee Jong Suk) bathed in blood. She is kidnapped by him and taken to a different dimension.",[],""" Romance, Suspense, Fantasy""",,
 더킹 투하츠 / The King 2 Hearts,2012,20,"Set in a fictional present day where South Korea is governed under a constitutional monarchy, “The King 2 Hearts” tells the story of Prince Lee Jae Ha (Lee Seung Gi) from South Korea and North Korean Special Force instructor Kim Hang Ah (Ha Ji Won) who become husband & wife through an arranged marriage.","[""Lee Seung Ki asLee Jae Ha"", ""Ha Ji Won asKim Hang Ah"", ""Jo Jung Suk asEun Shi Kyung"", ""Lee Yoon Ji asLee Jae Shin"", ""Yoon Je Moon asKim Bong Goo/John Mayer""]",""" Romance, Comedy""",,
 데릴남편 오작두 / My Husband Oh Jak Doo,2018,24,"Han Seung Joo is a single woman in her mid-30s who works as a producer at a broadcasting station. She’s passionate and good at her work, but when it comes to housework, she’s not as good. Seung Joo has a lot of trouble fighting against the ingrained prejudices against single women. As a solution, she decides to marry Oh Jak Doo, who lives deep in the mountains, to achieve the social status of a married woman. Although their marriage is not based on love, the two of them agree to marry each other to fulfill each other’s needs. This drama realistically depicts the lives of single women who work hard and struggle to deal with the social bias on single women.","[""Kim Kang Woo as Oh Jak Doo"", ""UEE as Han Seung Joo"", ""Jung Sang Hoon as Eric Jo"", ""Han Sun Hwa as Jang Eun Jo""]",""" Romance, Melodrama""",,
 도도솔솔라라솔 / Do Do Sol Sol La La Sol,2020,16,"Goo Ra Ra (Go Ah Ra) is a pianist. She has bright personality. Something happened that caused her to become bankrupt. She doesn’t have anything now and she is frustrated with her situation. Meanwhile, Sun Woo Joon (Lee Jae Wook) doesn’t care what other people think about him, but he has a warm heart. He is free spirited and doesn’t have a specific dream or goal for his life. He makes ends meet by working part-time jobs. They meet at the small private piano academy LaLa Land in a country village.","[""Go Ah Ra as Goo Ra Ra"", ""Lee Jae Wook as Sun Woo Joon"", ""Kim Joo Hun as Cha Eun Suk"", ""Shin Eun Soo as Jin Ha Young (Jin Sook Kyung’s daughter)"", ""Seo Yi Sook as Jo Yoon Shil""]",""" Music, Romance, Comedy""",,
 도시괴담 / Goedam,2020,8,"When night falls on the city, shadows and spirits come alive in this horror anthology series centered on urban legends.","[""Song Chae Yun as Seo Hee"", ""Seola as Min Young"", ""Lee Hyun Joo as Ji See Hee"", ""Jang Won Hyuk"", ""Kim Ye Ji"", ""Jung Young Ki"", ""Joo Bo Bi"", ""Han Ga Rim""]",""" Horror""",,
 도시남녀의 사랑법 / Lovestruck in the City,2020,17,"Lovestruck in the City is a realistic portrayal of young people who pursue romance and happiness, while struggling to get by in a busy, competitive urban environment.Park Jae Won is an honest man, a passionate architect and lover of city alleyways. His hobby is collecting new hobbies. A romantic at heart, he cannot forget a certain woman. This thief of his heart, and his camera, has disappeared, much like a fleeting midsummer night’s dream.Lee Eun Oh is an ordinary woman who temporarily re-invents herself as the spontaneous and free-spirited Yun Seon Ah, On a whim, she heads to parts unknown, where Jae-won falls in love with her new identity.","[""Ji Chang Wook as Park Jae Won"", ""Kim Ji Won as Lee Eun Oh / Yoon Sun Ah""]",""" Romance, Comedy""",,
 도적: 칼의 소리 / Song of the Bandits,2023,9,"In the lawless land of Gando, fierce bandits will stop at nothing to fight for their precious homeland and loved ones — even if it means life or death.","[""Kim Nam Gil as Lee Yoon"", ""Seo Hyun as Nam Hee Shin"", ""Yoo Jae Myung as Choi Choong Soo"", ""Lee Hyun Wook as Lee Kwang Il"", ""Lee Ho Jung as Eon Nyeon Yi""]",""" Action, Thriller, Historical""",,
 독고 리와인드 / Dokgo Rewind,2018,4,"Kang Hyuk (Sehun) is devastated when school bullies cause the death of his twin brother, Kang Hoo. He wants to go after the bad kids at his high school and make them pay for what they did.With the help of Kim Hyun Sun (Kang Mina) and Kim Jong Il (Jo Byung Gyu), Kang Hyuk seeks justice, but at what price will he get it?","[""Sehun as Kang Hyuk"", ""Kang Mi Na as Kim Hyun Sun"", ""Ahn Bo Hyun as Pyo Tae Jin""]",""" Action, Thriller, School""",,
 독수리 5형제를 부탁해! / For Eagle Brothers,2025,54,"Ten days after their marriage, Ma Kwang Sook lost her husband in an accident. As the eldest daughter-in-law, she took charge of Eagle Brewery, a proud brewery with a long-standing tradition, and became the family pillar. Brewery’s debt, four brothers-in-law who still feels awkward, and the rumor calling her a vicious woman who devoured her husband is what’s left for her. She feels distant from her brothers-in-law who have different characters, but they are family to Kwang Sook. Chun Soo, the second, lives hiding his hardships. Heung Soo, the third, lives missing the glory of the stage. Beom Soo, the fourth, is cold and shows a life of perfection. And Kang Soo, the youngest, is innocent and naive. She resolves to reconstruct the brewery with a no-giving-up mentality despite her chaotic reality. But when Han Dong Seok, a feisty chairman appears, her plans take a different turn. Amid secrets, conflicts, laughter, and tears, will Ma Kwang Sook protect her family and rebuild the brewery?","[""Uhm Ji Won as Ma Gwang Suk"", ""Ahn Jae Wook as Han Dong Seok"", ""Choi Dae Chul as O Chun Su"", ""Kim Dong Wan as O Heung Su"", ""Yoon Park as O Beom Su"", ""Lee Seok Gi as O Gang Su""]",""" Comedy, Romance, Family""",,
 돈 꽃 / Money Flower,2017,24,"This drama is about how people think that they have the power to control money, but they’re actually being ruled by it.Kang Pil Joo (Jang Hyuk) grew up at an orphanage, but he now works as a managing director of a legal team at a corporation. He is acknowledged for his intelligence and his exemplary job performance. Some of those that work around him are jealous of him. Meanwhile, Na Mo hyun (Park Se Young) is an environmental activist and a science teacher at a middle school. She is a good listener and laughs a lot. She dreams of a love driven by fate.",[],""" Romance, Business""",,
 돌아온 일지매 / The Return of Iljimae,2009,24,"The Return of Iljimae is a fusion sageuk, or historical drama, about a mythical Robin Hood-type hero who returns each generation to help the downtrodden. The drama explores the beginnings of the hero in 17th century Korea, when government corruption abounds and the country is on the verge of collapse. The son of a high-ranking government official and a slave girl, Iljimae is abandoned as a child. Eventually taken to China and adopted by a wealthy Chinese couple, he is raised not knowing of his real parents and is trained in martial arts every day. After finding out about his adoption, Iljimae returns to Korea to look for his birth parents, where he is must stare into the face of Korea’s corruption. After watching as his first love is put to death, he vows to protect the helpless and fight injustice wherever it can be found—and thus, a legend is born.","[""Jung Il Woo as Il Ji Mae"", ""Yoon Jin Seo as Dal Yi / Wal Hee"", ""Kim Min Jong as Goo Ja Myeong"", ""Jung Hye Young as Baek Mae""]",""" Historical, Romance, Action""",,
" 돌아와요 아저씨 / 回來吧大叔 / Please Come Back, Mister",2016,16,"After being worked to death, Kim Young Soo (Kim In Kwon) gets the chance to live a charmed life when he possesses Lee Hae Joon (Rain), a hottie and all around perfect guy. Meanwhile, Hong Nan (Oh Yeon Seo) starts behaving as if she’s possessed by a man, and Shin Da Hye (Lee Min Jung) — a widow with new romantic appetites — turn Hae Joon’s department store upside down.","[""Rain as Lee Hae Joon"", ""Oh Yeon Seo as Han Hong Nan"", ""Kim In Kwon as Kim Young Soo"", ""Kim Soo Ro as Han Ki Tak"", ""– Kwak Dong Yeon as Han Ki Tak (young)"", ""– Lee Gun Ha as Ki Tak (child)"", ""Lee Min Jung as Shin Da Hye"", ""Lee Ha Nui as Song Yi Yeon"", ""– Ji Ha Yoon as Song Yi Yeon (young)"", ""Choi Won Young as Cha Jae Gook"", ""Yoon Park as Jung Ji Hoon""]",""" Melodrama, Comedy""",,
 돌풍 / 政坛旋风 / The Whirlwind,2024,12,A whirlwind power clash between the prime minister and deputy prime minister unravels the day the president suffers an assassination attempt.,"[""Sol Kyung Gu as Park Dong Ho"", ""Kim Hee Ae as Jung Soo Jin""]",""" Political""",,
 동네변호사 조들호 / Neighborhood Lawyer Jo Deul Ho,2016,20,"The story of a man, Jo Deul Ho who once had a bright future ahead of him as a star prosecutor, and was going to become the son-in-law to the head of a large law firm. But when he witnesses corruption in the prosecutor’s office and reports it, he loses everything. He tries to rebuild his life and turn his small and pathetic neighborhood law office into a second chance to become a lawyer who protects people and protects the law, and grows as a person in the process.","[""Park Shin Yang as Jo Deul Ho"", ""Kang So Ra as Lee Eun Jo"", ""Ryu Soo Young as Shin Ji Wook"", ""Park Sol Mi as Jung Hae Gyung"", ""Kim Gab Soo as Shin Young Il""]",""" Legal, Comedy""",,
